Edicion,S_1,O_88,O_89,O_12,O_13,O_22,O_67,O_68,O_8,O_19_1,O_19_2,O_19_3,O_19_4,O_19_5,O_19_6,O_19_7,O_19_8,O_19_9,O_20_1,O_20_2,O_20_3,O_20_4,O_20_5,O_20_6,O_20_7,O_20_8,O_72_1,O_72_2,O_72_3,O_72_4,O_72_5,O_72_6,O_72_7,O_72_8,O_72_9,O_24,O_48,O_52,O_54,O_58,O_59,O_90,O_28_1,O_28_2,O_28_3,O_28_4,O_28_5,O_28_6,O_28_7,O_28_8,O_37_1,O_37_2,O_37_3,O_37_4,O_37_5,O_38_1,O_38_2,O_38_3,O_38_4,O_38_5,O_38_6,O_38_7,O_38_8,O_38_9,O_66_1,O_66_2,O_66_3,O_66_4,O_66_5,O_66_6,O_66_7,O_81_1,O_81_2,O_81_3,O_81_4,O_81_5,O_81_6,O_81_7,O_82_1,O_82_2,O_82_3,O_82_4,O_82_5,O_82_6,O_82_7,O_40,O_41,O_45,O_49,O_55,O_61_1,O_61_2,O_61_3,O_61_4,O_61_5,O_62_1,O_62_2,O_62_3,O_62_4,O_62_5,O_62_6,O_70,O_71,Condiciones Territoriales,Prácticas,Efectos,IPCM
2021,3,Mujer,Si,Si,Si,15,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,10,Si,5,No,Siempre,Algunas veces,2,Si,No,No,No,No,No,No,Si,Si,Si,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Autoritario,Manipulador,Excluyente,Dictatorial,Proactivo,Cooperativo,Autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,10,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Neutral,Sin registro,Neutral,Neutral,Neutral,Neutral,Amplia y suficiente,De fácil acceso,0.144642024759634,0.588444635987297,0.515294691314069,0.352656524454469
2021,3,Mujer,Si,Si,Si,35,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,40,Si,38,Si,Casi siempre,Algunas veces,5,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,36,42,Neutral,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,De utilidad para el trabajo en la comuna,Amplia y suficiente,0.394192887465229,0.505185375780494,0.576061287279245,0.485895355886154
2021,3,Hombre,Si,No,Si,60,Casi siempre,Siempre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,No,Si,No,Si,3,No,3,No,Nunca,Algunas veces,1,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,Si,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Cooperativo,Autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Inequitativo,Sin registro,Inequitativo,Neutral,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,De utilidad para el trabajo en la comuna,0.232851491694815,0.648876537141097,0.78334164291045,0.490980341037352
2021,3,Hombre,Si,Si,Si,500,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,5,Si,100,No,Siempre,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Negativa,Mejorado,20,0,Totalmente equitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Neutral,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Amplia y suficiente,Clara y comprensible,0.246928869113406,0.622634309011284,0.703967476786095,0.476561737183985
2021,3,Hombre,Si,Si,Si,100,Algunas veces,Casi siempre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,No,Si,Si,No,Si,2,No,5,No,Nunca,Nunca,3,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Cooperativo,Autosuficiente,Democrático,Condescendiente,Muy inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Totalmente inequitativo,De fácil acceso,De fácil acceso,0.329616446201471,0.619793864520172,0.719236031861536,0.527686350513992
2021,3,Hombre,Si,No,No,18,Muy pocas veces,Muy pocas veces,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,0,No,2,No,Nunca,Nunca,6,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,No consulta,No consulta,0.661517935310077,0.662642383370822,0.78577566495339,0.700981359813197
2021,9,Hombre,Si,No,No,2,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,2,No,Nunca,Nunca,5,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Empeorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,No consulta,No consulta,0.619005790252577,0.664946439959456,0.749812279400028,0.675789295654012
2021,3,Hombre,Si,Si,Si,5,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,7,Si,10,No,Nunca,Nunca,2,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,Autoritario,Condescendiente,Inclusivo,Consultivo,Pasivo,Cooperativo,Autosuficiente,Autoritario,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,5,0,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Sin registro,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Clara y comprensible,Clara y comprensible,0.0714681179712451,0.606548791982567,0.560817746618417,0.289689849806984
2021,3,Mujer,Si,Si,Si,30,Siempre,Casi siempre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,0,No,0,No,Muy pocas veces,Muy pocas veces,3,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Empeorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clara y comprensible,Clara y comprensible,0.341021117619354,0.679067403244643,0.750244424546482,0.557997574675019
2021,14,Mujer,Si,No,No,3,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,Si,No,No,No,No,Si,5,No,5,No,Nunca,Muy pocas veces,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,Si,Si,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Permanecen igual,0,0,Inequitativo,Totalmente equitativo,Equitativo,Totalmente equitativo,Neutral,Inequitativo,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Clara y comprensible,No se publica información,0.132732463309494,0.675296994982859,0.767280664066266,0.409708909730645
2021,3,Hombre,Si,Si,Si,6,Casi siempre,Casi siempre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Casi siempre,Casi siempre,3,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,Democrático,Manipulador,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Empeorado,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Clara y comprensible,De utilidad para el trabajo en la comuna,0.346068524344914,0.672381553377881,0.72952411673463,0.55369743915112
2021,3,Hombre,Si,Si,No,80,Casi siempre,Casi siempre,No,No,No,No,No,No,No,No,Si,Si,No,Si,Si,No,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,2,No,2,No,Nunca,Nunca,5,No,No,No,No,No,No,No,Si,No,Si,No,No,No,Si,Si,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Empeorado,0,80,Neutral,Neutral,Neutral,Neutral,Neutral,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,De fácil acceso,No se publica información,0.204653916938478,0.656603749193011,0.672818560331369,0.448821646125616
2021,3,Hombre,Si,Si,Si,500,Casi siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,45,Si,49,No,Siempre,Algunas veces,15,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Autoritario,Condescendiente,Inclusivo,Consultivo,Proactivo,Apático,Delegativo,Autoritario,Manipulador,Inclusivo,Consultivo,Proactivo,Apático,Delegativo,"Si, alto",Positiva,Empeorado,50,0,Inequitativo,Inequitativo,Neutral,Equitativo,Equitativo,Inequitativo,Sin registro,Inequitativo,Inequitativo,Equitativo,Inequitativo,No se publica información,Clara y comprensible,0.173684638066027,0.53642107789084,0.652954357935614,0.393293427771718
2021,12,Mujer,Si,No,No,1,Algunas veces,Casi siempre,Si,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,Si,Si,No,Si,No,No,No,No,Si,0,Si,0,No,Nunca,Nunca,2,No,No,No,No,Si,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Permanecen igual,0,0,Inequitativo,Neutral,Neutral,Neutral,Neutral,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,De fácil acceso,De fácil acceso,0.354672687320478,0.675763972345294,0.752191869316024,0.564915908210134
2021,3,Hombre,Si,No,Si,0,Algunas veces,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,No,Si,Si,Si,No,Si,0,Si,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,Si,Si,No,Si,No,No,Si,No,No,No,No,No,Si,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Muy autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,De fácil acceso,0.23878407460803,0.683049049254563,0.793930751539967,0.505917797931386
2021,10,Mujer,Si,Si,Si,250,Algunas veces,Algunas veces,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,No,Si,Si,Si,Si,No,Si,8,Si,2,No,Algunas veces,Nunca,2,No,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,No,Si,Si,Si,Si,Si,Si,Si,Si,Si,Si,Democrático,Condescendiente,Inclusivo,Consultivo,Pasivo,Cooperativo,Delegativo,Democrático,Muy condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Muy autosuficiente,"Si, alto",Positiva,Permanecen igual,60,0,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Equitativo,Sin registro,Equitativo,Equitativo,Equitativo,Equitativo,De fácil acceso,De utilidad para el trabajo en la comuna,0.300391602170435,0.608323627296981,0.646500521860503,0.490678599769367
2021,8,Hombre,Si,Si,Si,30,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,No,Si,Si,No,No,Si,4,Si,10,No,Casi siempre,Casi siempre,4,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,No,Si,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,20,0,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Clara y comprensible,De utilidad para el trabajo en la comuna,0.145212244806772,0.603522937954894,0.686370889306195,0.391818819591271
2021,11,Hombre,No,Si,Si,15,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,2,No,4,No,Muy pocas veces,Algunas veces,20,Si,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,0,8,Equitativo,Inequitativo,Equitativo,Inequitativo,Inequitativo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No se publica información,De utilidad para el trabajo en la comuna,0.251736704838739,0.623415381285087,0.693528909315564,0.477451807516002
2021,6,Mujer,No,Si,Si,25,Algunas veces,Algunas veces,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,2,No,No,No,No,No,No,No,Si,No,Si,No,No,No,Si,Si,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Negativa,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No se publica información,No se publica información,0.309716418884752,0.700901063275616,0.750244424546482,0.546103015736546
2021,3,Hombre,Si,Si,Si,35,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,Si,Si,Si,No,Si,2,No,7,Si,Casi siempre,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,0,15,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,Clara y comprensible,0.15395055100419,0.638464806126473,0.686389557506608,0.407095491517766
2021,60,Mujer,Si,Si,No,3,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,5,No,32,No,Algunas veces,Algunas veces,3,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,Si,Si,Si,Si,Si,Si,Autoritario,Manipulador,Excluyente,Dictatorial,Proactivo,Cooperativo,Autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Empeorado,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Amplia y suficiente,De utilidad para el trabajo en la comuna,0.408517364557523,0.596998301680859,0.542473478844931,0.509550668801792
2021,12,Hombre,Si,Si,No,20,Algunas veces,Algunas veces,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,No,Si,2,No,0,No,Muy pocas veces,Muy pocas veces,2,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De fácil acceso,De fácil acceso,0.478824903926335,0.688226271681543,0.749812279400028,0.627509312318793
2021,1,Hombre,No,No,No,150,No consulta,Muy pocas veces,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,Si,Si,15,No,7,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No se publica información,No se publica información,0.684261989247298,0.673290589451285,0.78577566495339,0.71270178242309
2021,4,Mujer,Si,No,No,5,Nunca,Nunca,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,3,No,0,No,Nunca,Nunca,9,No,No,No,No,No,No,No,Si,No,No,No,No,No,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Empeorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,No consulta,No consulta,0.457213169999104,0.652328283540919,0.749812279400028,0.606986683121101
2021,60,Mujer,Si,Si,Si,30,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,3,No,Nunca,Nunca,3,Si,No,No,No,Si,No,Si,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,Sin registro,No consulta,De utilidad para el trabajo en la comuna,0.612875535452245,0.580119381755868,0.542905623991385,0.577924803358896
2021,6,Mujer,No,No,No,30,Nunca,Nunca,No,No,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,Si,3,No,0,No,Muy pocas veces,Muy pocas veces,0,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Neutral,No consulta,No consulta,0.589300012683747,0.7075257164172,0.712301622480954,0.667186942172141
2021,6,Mujer,No,Si,Si,40,Muy pocas veces,Nunca,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Muy pocas veces,Muy pocas veces,0,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,0,Neutral,Totalmente inequitativo,Inequitativo,Equitativo,Inequitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,Equitativo,No consulta,No consulta,0.524711681913131,0.733873935089585,0.79901514407257,0.675096312380036
2021,6,Hombre,No,Si,Si,6,Nunca,Nunca,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,0,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Pasivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Apático,Delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Equitativo,Neutral,Neutral,Neutral,Equitativo,Equitativo,Equitativo,Equitativo,Totalmente equitativo,Totalmente equitativo,No consulta,No consulta,0.403741095261741,0.693682589041074,0.742883208399666,0.592554223085238
2021,2,Mujer,No,Si,Si,20,Muy pocas veces,Nunca,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Muy pocas veces,Algunas veces,0,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Muy consultivo,Muy proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Equitativo,Neutral,Neutral,Neutral,Neutral,No se publica información,No consulta,0.474848323544357,0.728176153845296,0.752052100082205,0.638282734105789
2021,7,Mujer,No,Si,Si,30,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,6,No,3,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,Si,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,Democrático,Manipulador,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.608278299927312,0.681826004027952,0.78577566495339,0.68816326593649
2021,1,Mujer,No,Si,Si,32,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.607591316683195,0.720182812213239,0.78577566495339,0.700569074081626
2021,11,Hombre,No,No,No,0,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democrático,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.65539861454551,0.720182812213239,0.78577566495339,0.718481541870877
