Edicion,S_1,O_88,O_89,O_12,O_13,O_22,O_67,O_68,O_8,O_19_1,O_19_2,O_19_3,O_19_4,O_19_5,O_19_6,O_19_7,O_19_8,O_19_9,O_20_1,O_20_2,O_20_3,O_20_4,O_20_5,O_20_6,O_20_7,O_20_8,O_72_1,O_72_2,O_72_3,O_72_4,O_72_5,O_72_6,O_72_7,O_72_8,O_72_9,O_24,O_48,O_52,O_54,O_58,O_59,O_90,O_28_1,O_28_2,O_28_3,O_28_4,O_28_5,O_28_6,O_28_7,O_28_8,O_37_1,O_37_2,O_37_3,O_37_4,O_37_5,O_38_1,O_38_2,O_38_3,O_38_4,O_38_5,O_38_6,O_38_7,O_38_8,O_38_9,O_66_1,O_66_2,O_66_3,O_66_4,O_66_5,O_66_6,O_66_7,O_81_1,O_81_2,O_81_3,O_81_4,O_81_5,O_81_6,O_81_7,O_82_1,O_82_2,O_82_3,O_82_4,O_82_5,O_82_6,O_82_7,O_40,O_41,O_45,O_49,O_55,O_61_1,O_61_2,O_61_3,O_61_4,O_61_5,O_62_1,O_62_2,O_62_3,O_62_4,O_62_5,O_62_6,O_70,O_71,Condiciones Territoriales,Prácticas,Efectos,IPCM
2019,7,Mujer,No,Si,Si,60,Casi siempre,Casi siempre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,8,No,5,Si,Casi siempre,Casi siempre,5,Si,No,Si,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,Si,No,Si,Si,No,No,Si,No,No,Si,No,Si,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Mejorado,0,50,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,Clara y comprensible,0.564977440054971,0.247390645932311,0.692182629675702,0.46
2019,7,Mujer,No,No,No,500,Nunca,Nunca,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,1,No,1,No,Nunca,Nunca,1,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.80967603326636,0.804423688719005,0.720419639564438,0.78
2019,7,Mujer,No,Si,Si,25,Casi siempre,Casi siempre,Si,Si,No,No,No,No,No,No,No,No,No,Si,No,Si,Si,No,No,No,No,No,No,No,No,Si,Si,No,No,2,Si,3,No,Muy pocas veces,Muy pocas veces,7,No,Si,No,No,Si,No,Si,Si,No,Si,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,25,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De fácil acceso,Clara y comprensible,0.493016251702063,0.30057556124784,0.601495126663022,0.45
2019,7,Mujer,No,Si,Si,20,Muy pocas veces,Muy pocas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,5,No,No,No,No,No,No,Si,Si,No,No,No,No,No,No,No,Si,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No se publica información,No se publica información,0.705146392992833,0.673570285118936,0.720852128598259,0.7
2019,7,Hombre,No,No,No,50,Muy pocas veces,Muy pocas veces,Si,No,No,No,No,No,No,Si,No,No,No,No,Si,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,2,No,2,No,Algunas veces,Algunas veces,1,No,No,Si,No,Si,Si,Si,Si,Si,Si,No,No,No,No,No,No,No,Si,Si,Si,No,No,Si,No,No,No,No,Si,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Cooperativo,Delegativo,No,Negativa,Permanecen igual,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,No se publica información,No se publica información,0.805681208115627,0.367364206317683,0.386179043347264,0.49
2019,7,Mujer,No,Si,Si,72,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0,No,2,Si,Siempre,Siempre,5,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,No,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,70,Neutral,Neutral,Neutral,Neutral,Neutral,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De fácil acceso,Clara y comprensible,0.547460238238359,0.616599377868997,0.671316919033288,0.61
2019,7,Mujer,No,Si,Si,20,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,No,5,Si,2,Si,Algunas veces,Algunas veces,4,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,Si,Si,Si,No,No,No,No,Si,No,Si,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,25,50,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,Clara y comprensible,0.591300047069878,0.537341312221386,0.533131227931147,0.55
2019,7,Mujer,No,Si,Si,50,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,5,No,5,No,Algunas veces,Muy pocas veces,5,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,No,Si,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Clara y comprensible,De utilidad para el trabajo en la comuna,0.527073605030924,0.612422793967355,0.722162284584793,0.62
2019,7,Mujer,Si,Si,Si,25,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,No,No,5,Si,5,Si,Casi siempre,Algunas veces,5,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,Si,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, bajo",Positiva,Permanecen igual,20,50,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De utilidad para el trabajo en la comuna,De utilidad para el trabajo en la comuna,0.522634301443241,0.507777378749458,0.16643119178634,0.35
2019,7,Hombre,No,Si,Si,50,Siempre,Siempre,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,0,No,0,No,Nunca,Nunca,3,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,No,Si,No,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.612478445482183,0.793793159661335,0.722732146891589,0.71
2019,7,Hombre,No,Si,Si,30,Muy pocas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,5,No,4,No,Nunca,Nunca,3,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, bajo",Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.680700899939036,0.642445029065254,0.68260525804845,0.67
2019,7,Hombre,No,No,Si,20,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,2,Si,4,No,Muy pocas veces,Muy pocas veces,3,No,Si,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Delegativo,Muy democrático,Condescendiente,Inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, bajo",Positiva,Permanecen igual,25,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De utilidad para el trabajo en la comuna,No se publica información,0.605710451862903,0.335426297749563,0.227731031719315,0.36
2019,7,Hombre,No,Si,Si,25,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,2,No,0,No,Muy pocas veces,Muy pocas veces,6,No,No,Si,Si,Si,No,Si,Si,No,Si,No,No,No,No,No,Si,No,Si,No,Si,No,No,No,No,No,No,Si,No,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Mejorado,0,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,No consulta,No consulta,0.70861150091627,0.361141265838519,0.348830678674908,0.45
2019,7,Mujer,No,Si,Si,100,Siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,10,Si,10,Si,Siempre,Casi siempre,7,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,No,Si,Si,Si,Si,No,Si,No,No,Si,No,Si,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, medio",Positiva,Permanecen igual,250,20,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De fácil acceso,De fácil acceso,0.519150755485091,0.50691293444622,0.523109338201409,0.52
2019,7,Hombre,Si,Si,Si,900,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,No,200,Si,22,Si,Algunas veces,Algunas veces,9,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,Si,No,Si,Si,Si,Si,No,Si,Si,Si,No,Si,Si,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Proactivo,Cooperativo,Delegativo,Muy democrático,Condescendiente,Muy inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, alto",Positiva,Mejorado,150,250,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Totalmente equitativo,Neutral,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Totalmente equitativo,Clara y comprensible,De fácil acceso,0.46053086766096,0.364519450462082,0.511336362800498,0.44
2019,7,Hombre,No,Si,Si,25,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,5,Si,3,Si,Algunas veces,Algunas veces,4,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,Si,Si,Si,No,No,No,No,Si,Si,Si,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Permanecen igual,20,20,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,Clara y comprensible,0.605340207277378,0.519562763524344,0.546398744797102,0.56
2019,7,Hombre,No,No,Si,20,Siempre,Siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,2,No,2,No,Nunca,Nunca,4,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,No,Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De fácil acceso,No se publica información,0.614977979535075,0.762012747286121,0.68260525804845,0.68
2019,7,Mujer,No,No,No,20,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,8,No,No,No,No,No,No,No,Si,No,No,No,No,No,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.873986559366325,0.789321259007006,0.760979017441399,0.81
2019,7,Mujer,No,Si,Si,30,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,No,No,3,No,5,No,Muy pocas veces,Muy pocas veces,3,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, bajo",Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,Clara y comprensible,0.521749023536013,0.509088748089668,0.68260525804845,0.57
2019,7,Hombre,No,Si,Si,20,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,2,No,2,No,Nunca,Nunca,2,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, bajo",Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De utilidad para el trabajo en la comuna,De fácil acceso,0.640710910907644,0.66338469605285,0.68260525804845,0.66
2019,7,Hombre,No,Si,Si,20,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,2,Si,2,No,Nunca,Nunca,4,No,No,No,No,Si,No,Si,Si,No,Si,No,No,No,No,No,Si,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Cooperativo,Muy autosuficiente,"Si, medio",Positiva,Permanecen igual,20,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.60268156090631,0.46172665715601,0.608559185461922,0.55
2019,7,Hombre,Si,Si,Si,30,Muy pocas veces,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,Si,Si,Si,No,No,No,No,4,Si,1,No,Algunas veces,Muy pocas veces,5,Si,No,Si,Si,No,Si,Si,Si,Si,No,No,No,Si,No,Si,Si,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Pasivo,Apático,Autosuficiente,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,25,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,De utilidad para el trabajo en la comuna,De utilidad para el trabajo en la comuna,0.593221771875674,0.34329025306874,0.227593658446341,0.36
2019,7,Mujer,No,No,No,20,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,Si,No,No,0,No,0,No,Muy pocas veces,Muy pocas veces,1,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,Si,No,Si,No,No,No,Si,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Pasivo,Cooperativo,Muy autosuficiente,No,Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Clara y comprensible,Amplia y suficiente,0.728070445259632,0.701350358852756,0.68260525804845,0.7
2019,7,Hombre,No,Si,Si,25,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,2,Si,5,No,Muy pocas veces,Muy pocas veces,5,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,Si,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Muy inclusivo,Consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,50,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,Clara y comprensible,0.571281660628944,0.592412737697863,0.636384662593274,0.6
2019,7,Hombre,No,Si,No,20,Algunas veces,Algunas veces,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,No,No,0,No,0,No,Nunca,Nunca,3,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Permanecen igual,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,De utilidad para el trabajo en la comuna,De fácil acceso,0.684118265480534,0.676807572234795,0.720989501871234,0.69
2019,7,Hombre,Si,Si,Si,25,No consulta,No consulta,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,1,No,1,No,Muy pocas veces,Nunca,3,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,No,No,Si,No,No,No,No,No,No,No,No,No,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Muy condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,"Si, alto",Positiva,Permanecen igual,0,0,Totalmente inequitativo,Inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.782935551897319,0.700617842349057,0.606788659126357,0.69
2019,7,Mujer,No,No,Si,20,Algunas veces,Algunas veces,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,1,No,Nunca,Nunca,4,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,Si,No,No,No,No,Si,No,Si,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Mejorado,0,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,No consulta,No consulta,0.716341359018388,0.770524413119425,0.760979017441399,0.75
2019,7,Hombre,No,No,Si,20,Casi siempre,Casi siempre,Si,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,No,Si,Si,No,No,2,No,2,Si,Casi siempre,Casi siempre,3,No,No,No,No,No,No,No,Si,No,Si,No,No,Si,No,No,No,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Muy proactivo,Cooperativo,Autosuficiente,"Si, medio",Positiva,Mejorado,0,20,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Clara y comprensible,De utilidad para el trabajo en la comuna,0.56224917106297,0.607056934505724,0.6992510658104,0.62
2019,7,Hombre,No,Si,Si,25,Algunas veces,Algunas veces,Si,Si,No,No,No,No,No,No,No,No,No,Si,No,Si,No,No,No,No,No,No,No,No,No,Si,No,No,No,2,Si,5,No,Nunca,Nunca,5,No,No,No,No,No,No,No,Si,Si,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,Si,No,No,No,No,No,No,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Muy delegativo,No,Positiva,Permanecen igual,20,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,De fácil acceso,De fácil acceso,0.539852850031317,0.722303853002313,0.608696558734896,0.62
2019,7,Mujer,No,Si,No,25,Algunas veces,Algunas veces,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,0,No,0,No,Nunca,Nunca,1,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,Si,No,No,Si,No,No,Si,No,No,No,No,No,No,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,Democráctico,Condescendiente,Inclusivo,Consultivo,Proactivo,Cooperativo,Delegativo,"Si, medio",Positiva,Permanecen igual,0,0,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,Inequitativo,No consulta,No consulta,0.732458231613419,0.702512753083311,0.682467884775476,0.71
2019,7,Hombre,Si,No,No,180,No consulta,No consulta,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Si,10,Si,2,No,Algunas veces,Muy pocas veces,5,No,No,No,No,No,Si,No,Si,No,Si,No,No,No,No,No,No,Si,Si,No,Si,No,No,No,No,No,No,No,No,No,Autoritario,Manipulador,Excluyente,Dictatorial,Proactivo,Apático,Autosuficiente,Muy democrático,Condescendiente,Muy inclusivo,Muy consultivo,Muy proactivo,Muy cooperativo,Delegativo,"Si, alto",Positiva,Permanecen igual,200,0,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,Totalmente inequitativo,No consulta,No consulta,0.84230108275424,0.46600684787122,0.21263019591473,0.44
